conference,talk,score
1971-04,a-witness-and-a-blessing,3.0915088967695876
1971-04,all-may-share-in-adams-blessing,1.845477111787875
1971-04,be-slow-to-anger,-1.5656875913513228
1971-04,choose-you-this-day,1.3876996696547408
1971-04,drink-of-the-pure-water,1.7996424715559827
1971-04,eternal-joy-is-eternal-growth,3.6533870182203443
1971-04,except-the-lord-build-the-house,3.6771075035787737
1971-04,great-experiences,3.424228969665616
1971-04,help-needed-in-the-shaded-areas,2.03896831587502
1971-04,honesty-and-integrity,3.862920211457078
1971-04,ignorance-is-expensive,1.4854827540665565
1971-04,in-the-mountain-of-the-lords-house,3.1219409091704735
1971-04,kingdom-of-god,2.437353956755376
1971-04,life-is-eternal,1.8787034862388745
1971-04,lost-battalions,0.3190045575443351
1971-04,love-of-god,5.109065461425921
1971-04,love-of-the-right,2.3348689263480735
1971-04,man-cannot-endure-on-borrowed-light,2.2413693582955663
1971-04,marriage-is-intended-to-be-forever,1.8001096078316132
1971-04,my-brothers-keeper,1.588870054500822
1971-04,our-responsibilities-as-priesthood-holders,1.560477900481281
1971-04,out-of-the-darkness,2.332712623375272
1971-04,practicing-what-we-preach,6.347163275611355
1971-04,prepare-every-needful-thing,1.9756305695419834
1971-04,satan-the-great-deceiver,0.45853239233656545
1971-04,search-for-the-wanderers,2.3043990703611907
1971-04,teach-one-another,2.5055796046650265
1971-04,the-iron-rod,2.1207774939970316
1971-04,the-law-of-abundance,5.060213829688928
1971-04,the-lords-people-receive-revelation,2.5758129370529645
1971-04,the-meaning-of-morality,2.8165223186155495
1971-04,the-message-of-the-restoration,2.5448775999818745
1971-04,the-spirit-beareth-record,1.4911722944086998
1971-04,thou-shalt-not-commit-adultery,1.0429031876562318
1971-04,todays-young-people,2.329865286086065
1971-04,unchanging-principles-of-leadership,1.60370366446706
1971-04,voices-of-the-past-of-the-present-of-the-future,0.683651126693563
1971-04,warnings-from-the-past,0.3658664615902029
1971-04,when-thou-art-converted,0.7902097499986016
1971-04,where-are-you-really-going,1.4721398599303557
1971-04,ye-shall-not-fear,1.4284914503254487
1971-04,young-people-learn-wisdom-in-thy-youth,3.414380260758277
1971-10,a-new-health-missionary-program,3.0199190679397345
1971-10,a-time-of-testing,1.6424598681869371
1971-10,blessings-of-the-priesthood,3.5646150289975953
1971-10,by-love-serve-one-another,0.9417950344835584
1971-10,confession-and-forsaking-elements-of-genuine-repentance,1.558637392267718
1971-10,continuity-of-service,4.589252044701564
1971-10,decisions,1.875906680832034
1971-10,elijah-the-prophet,0.5135525910130955
1971-10,glimpses-of-heaven,3.3892202144314756
1971-10,honesty-a-principle-of-salvation,-1.7109349232056295
1971-10,how-to-worship,2.9097146140783487
1971-10,i-know-that-my-redeemer-liveth,3.220319012994605
1971-10,i-was-in-prison-and-ye-came-unto-me,-0.21342821140488324
1971-10,if-ye-be-willing-and-obedient,2.362743007001387
1971-10,laying-a-foundation-for-the-millennium,2.790047773214539
1971-10,let-the-spirit-of-oneness-prevail,3.062127263296445
1971-10,love-unconditional,2.5061044101131964
1971-10,our-responsibility-to-save-the-world,2.560785195568708
1971-10,responsibilities-of-the-priesthood,2.264614055681906
1971-10,sacrifice-still-brings-forth-blessings,3.236377285026343
1971-10,satans-thrust-youth,1.2112640753175725
1971-10,should-the-commandments-be-rewritten,0.9440891630699332
1971-10,strengthen-thy-brethren,2.8695876329800565
1971-10,strive-for-excellence,2.6676404531400384
1971-10,the-light-shineth,1.7304690256794972
1971-10,the-living-christ,2.710992917073966
1971-10,the-nobility-of-man-in-choosing-good-over-evil,1.2026832342287614
1971-10,the-only-true-and-living-church,1.537895048496377
1971-10,the-purpose-of-life-to-be-proved,2.8056666556103345
1971-10,the-sifting,2.6656384550739154
1971-10,the-ten-commandments,2.1582124234011193
1971-10,the-things-that-matter-most,2.3433692219419515
1971-10,the-vitality-of-love,5.939868279337463
1971-10,this-is-my-beloved-son,2.853618957233343
1971-10,this-same-jesus,2.515584181002925
1971-10,thou-shalt-not,0.6751492859105923
1971-10,thus-saith-the-lord,3.067753430624944
1971-10,turn-heavenward-our-eyes,2.6111575951449795
1971-10,watch-that-ye-may-be-ready,1.94291075369151
1971-10,what-is-a-teacher,2.383902198229124
1971-10,where-art-thou,1.7902061900667166
1971-10,with-hand-and-heart,1.0315567367350769
1971-10,you-can-get-there-from-here,2.0680579064320814
1972-04,a-challenge-to-the-priesthood,3.56851668462449
1972-04,a-foundation-whereon-men-cannot-fall,2.0655501596255013
1972-04,a-missionary-and-his-message,1.0514994558491724
1972-04,a-people-of-sound-judgment,2.1125400064402116
1972-04,a-prophets-blessing,2.4513035081133645
1972-04,a-teacher,0.7010474854043832
1972-04,a-time-of-decision,1.53026122785005
1972-04,am-i-my-brothers-keeper,2.9283917743575114
1972-04,be-a-missionary-always-everywhere-you-go,1.8566086295506479
1972-04,civic-standards-for-the-faithful-saints,2.4971640891964015
1972-04,counsel-to-the-saints-and-to-the-world,2.9230953956405887
1972-04,courts-of-love,2.9588433176909796
1972-04,eternal-keys-and-the-right-to-preside,1.5453504806703584
1972-04,finishers-wanted,1.4560660635686786
1972-04,joy-through-christ,2.1037466142855172
1972-04,judge-not-that-ye-be-not-judged,0.7457010989739228
1972-04,keep-the-lines-of-communication-strong,0.021501647626876532
1972-04,know-thyself-control-thyself-give-thyself,3.5679614065695344
1972-04,knowing-god,6.095791410261506
1972-04,mans-eternal-horizon,3.5485529775017794
1972-04,medicine-for-the-soul,2.996008241372195
1972-04,missionary-training-begins-early,3.3867012302430717
1972-04,our-witness-to-the-world,2.1289282114109245
1972-04,peace,3.2988309617629263
1972-04,priesthood-its-power-and-vitality,2.0172665073930394
1972-04,salvation-and-exaltation,1.7440374613713625
1972-04,setting-the-example-in-the-home,2.3133050042013146
1972-04,successful-parenthood-a-noteworthy-accomplishment,3.8055303595790373
1972-04,the-aaronic-priesthood-a-sure-foundation,4.329450595108191
1972-04,the-covenant-of-the-priesthood,1.526772570738229
1972-04,the-fullness-of-the-gospel-in-each-mans-language,1.2284599158815555
1972-04,the-importance-of-a-personal-testimony,3.2414092624557616
1972-04,the-importance-of-prayer,5.252480924126296
1972-04,the-last-dispensation,2.359259848009587
1972-04,the-miracle-of-missionary-work,3.5377377864790667
1972-04,the-priesthood-a-royal-army,3.17400827734579
1972-04,the-strength-of-the-priesthood,1.290561985816431
1972-04,the-testimony-of-jesus,2.4513132297793994
1972-04,the-true-church,2.5109311581361355
1972-04,we-are-called-of-god,2.5526373512131544
1972-04,what-is-your-destination,3.003987527960122
1972-04,what-will-the-church-do-for-you-a-man,3.535031957345959
1972-04,whence-cometh-our-peace,4.153509604674677
1972-04,why-stay-morally-clean,4.194983701209051
1972-10,a-blessing-for-the-saints,3.2435897939614766
1972-10,admonitions-for-the-priesthood-of-god,0.8478902066664795
1972-10,altar-tent-well,3.5
1972-10,an-instrument-in-the-hands-of-the-lord,1.233339677689557
1972-10,another-prophet-now-has-come,2.8331361475066283
1972-10,becoming-a-somebody,2.784424976993332
1972-10,by-love-serve-one-another,2.4155573805499557
1972-10,caring-for-the-poor-and-needy,-0.39497710621488014
1972-10,entrance-into-the-kingdom-of-god,3.840099899625232
1972-10,every-man-in-his-own-place,2.55956298680813
1972-10,genealogy-a-personal-responsibility,2.1780342093451606
1972-10,hands,2.4796483162480945
1972-10,harmony-in-the-home,3.4820506892611403
1972-10,having-been-born-of-goodly-parents,1.195615978850101
1972-10,home-teachers-watchmen-over-the-church,2.5587164170674126
1972-10,how-to-gain-a-testimony,3.2541932007127925
1972-10,i-know-that-my-redeemer-lives,3.128052331476495
1972-10,keep-the-commandments,3.8093037625457122
1972-10,light-and-knowledge-to-the-world,4.257468034320439
1972-10,listen-to-a-prophets-voice,3.7325285963826853
1972-10,live-above-the-law-to-be-free,2.2842285246169927
1972-10,may-the-kingdom-of-god-go-forth,2.9141381298526934
1972-10,planting-gospel-seeds-of-spirituality,2.255351266789574
1972-10,pollution-of-the-mind,1.1803152466244065
1972-10,spiritual-famine,1.5546858380135544
1972-10,strange-creeds-of-christendom,3.1698244498672583
1972-10,strengthen-thy-brethren,2.6629525014665854
1972-10,teach-the-gospel-of-salvation,1.552424806244502
1972-10,the-priesthood-and-its-presidency,4.259988603693731
1972-10,the-saints-securely-dwell,1.267704592337965
1972-10,the-sure-word-of-god,1.5637575325410196
1972-10,three-pledges,2.277216345829769
1972-10,thy-will-be-done-o-lord,4.9417738514466905
1972-10,to-become-one-of-the-fishers,2.4705963154360435
1972-10,to-serve-the-master,2.3053207622354623
1972-10,warnings-from-outer-space,2.395412409468109
1972-10,watch-the-switches-in-your-life,2.986658546025103
1972-10,we-have-made-covenants-with-the-lord,2.977103373071364
1972-10,we-thank-thee-o-god-for-a-prophet,2.176608814369917
1972-10,what-is-a-friend,3.270368862987782
1972-10,why-do-latter-day-saints-build-temples,1.279761659256147
1972-10,why-the-church-of-jesus-christ-of-latter-day-saints,1.5687454048093368
1973-04,a-second-witness-for-christ,2.3708248364656974
1973-04,and-always-remember-him,1.5419897017934843
1973-04,behold-your-little-ones,2.740548164454819
1973-04,consider-your-ways,2.3461707153811933
1973-04,follow-the-leadership-of-the-church,3.0838016631080105
1973-04,go-and-do-thou-likewise,4.018249369511872
1973-04,he-has-sent-his-messenger-to-prepare-the-way,1.8643376992386433
1973-04,hold-up-your-hands,3.5010655280465106
1973-04,in-his-strength,2.5677776363440046
1973-04,magnifying-ones-calling-in-the-priesthood,2.1646722974296897
1973-04,man-a-child-of-god,3.400409136337804
1973-04,now-abideth-faith-hope-and-charity,1.5642338458732805
1973-04,power-of-evil,0.4830861503963699
1973-04,priesthood-responsibilities,6.098333400654508
1973-04,reaching-the-one,2.106000081033638
1973-04,salvation-comes-through-the-church,0.5793052502996504
1973-04,share-the-unsearchable-riches-of-christ,3.793765518288017
1973-04,stand-ye-in-holy-places,2.939842431466506
1973-04,strengthen-the-stakes-of-zion,2.2709102245755646
1973-04,success-a-journey-or-a-destination,5.680851063829787
1973-04,the-aaronic-priesthood-mia,1.946839818248249
1973-04,the-agency-of-man,0.9087588770566224
1973-04,the-constant-exercise-of-our-faith,4.943716337190178
1973-04,the-continuing-power-of-the-holy-ghost,2.644022560143466
1973-04,the-family-influence,2.435440935235262
1973-04,the-path-to-eternal-glory,3.640999963464014
1973-04,the-rock-of-revelation,1.8196654641627248
1973-04,the-true-strength-of-the-church,3.860358698494967
1973-04,the-worth-of-souls-is-great,2.83398148131822
1973-04,this-is-my-gospel,1.0157223329386944
1973-04,thou-mayest-choose-for-thyself,1.0418788102788943
1973-04,upon-judeas-plains,1.7063602368254789
1973-04,watchman-warn-the-wicked,1.025755289064345
1973-04,what-is-a-living-prophet,1.4247011836813963
1973-04,what-manner-of-men-as-i-am,1.3152708960642434
1973-04,when-i-read-i-am-there,3.000811315156677
1973-04,yellow-canaries-with-gray-on-their-wings,0.9966593765052243
1973-04,youths-opportunity-to-serve,4.731176430683066
1973-10,a-fortune-to-share,4.151390436129983
1973-10,adversity-and-prayer,2.915428545548873
1973-10,become-rich-toward-god,3.389538403416503
1973-10,behold-thy-mother,1.7625324555999828
1973-10,church-welfare-some-fundamentals,0.3924413827667131
1973-10,closing-remarks,1.3744162654880991
1973-10,forgiveness-the-ultimate-form-of-love,0.5843065474681431
1973-10,gods-way-to-eternal-life,4.677084619719777
1973-10,happiness-is-having-a-father-who-cares,2.4908342616779895
1973-10,he-took-him-by-the-hand,4.218196047236167
1973-10,i-will-go-and-do-the-things-which-the-lord-hath-commanded,1.753290507449685
1973-10,inspiring-music-worthy-thoughts,2.5515710583569517
1973-10,jesus-christ-our-redeemer,3.546547288802349
1973-10,love-and-forgive-one-another,3.848366141896568
1973-10,no-greater-honor-the-womans-role,6.713864413237947
1973-10,obedience,1.9794035196452857
1973-10,of-the-world-or-of-the-kingdom,2.23195466388133
1973-10,opposition-in-order-to-strengthen-us,1.8447560814373265
1973-10,our-fundamental-obligation-the-priesthood,2.6889493982344885
1973-10,our-youth-modern-sons-of-helaman,3.342815969306591
1973-10,prepare-ye,1.0487921264902134
1973-10,president-harold-b-lees-general-priesthood-address,1.4270108124033178
1973-10,revealed-truths-of-the-gospel,2.951712222086836
1973-10,the-gospel-of-jesus-christ-is-the-golden-door,2.1206407994800265
1973-10,the-need-for-total-commitment,3.3655669383220608
1973-10,the-path-to-eternal-life,2.721931819601343
1973-10,the-rewards-the-blessings-the-promises,3.815675699596001
1973-10,the-role-of-fathers,2.8652895273699457
1973-10,the-witnesses-of-christ,2.0831920005580766
1973-10,there-is-need-for-repentance,1.5005196605040707
1973-10,think-on-these-things,2.8838778179797306
1973-10,thou-shalt-love-thy-wife-with-all-thy-heart,4.0645759286662075
1973-10,to-be-in-the-world-but-not-of-the-world,3.10779017380293
1973-10,understanding-who-we-are-brings-self-respect,3.1889156216620154
1973-10,we-thank-thee-o-god-for-a-prophet,2.290854834557588
1973-10,what-will-a-man-give,3.950964474915036
1973-10,which-way-to-shore,3.304093002275449
1973-10,you-are-different,3.27638891038615
1973-10,you-shall-receive-the-spirit,2.988980432211772
1974-04,a-time-of-urgency,1.967717502169457
1974-04,aaronic-priesthood-stewardship,2.4113612387362076
1974-04,be-ye-clean-that-bear-the-vessels-of-the-lord,1.781187963390847
1974-04,boys-need-men,4.130126381266516
1974-04,build-your-shield-of-faith,2.810190782936962
1974-04,chosen-of-the-lord,2.9628440579007878
1974-04,commitment-to-serve,2.711150230155053
1974-04,god-foreordains-his-prophets-and-his-people,3.7124788145192293
1974-04,guidelines-to-carry-forth-the-work-of-god-in-cleanliness,2.3695859381257574
1974-04,hanging-on,1.416927118233921
1974-04,hearken-unto-the-voice-of-god,0.7845689617898779
1974-04,his-final-hours,1.1424893896100439
1974-04,i-will-pour-you-out-a-blessing,1.4312755887127024
1974-04,inertia,2.3650532752473676
1974-04,justice-and-mercy,2.7593461075257055
1974-04,missionary-work-a-major-responsibility,4.110000872106759
1974-04,mother-catch-the-vision-of-your-call,4.0356175346933325
1974-04,parents-teach-your-children,2.6321250334626627
1974-04,planning-for-a-full-and-abundant-life,3.0284076554190107
1974-04,prophecy,2.7001836187293224
1974-04,response-to-a-call,2.5823359156705403
1974-04,strength-of-the-spirit,2.6347042844817836
1974-04,testimony,3.949168069256491
1974-04,that-the-scriptures-might-be-fulfilled,1.9148973676431962
1974-04,the-cause-is-just-and-worthy,3.3633407335459995
1974-04,the-family-a-divine-blessing,4.496612920860661
1974-04,the-holy-ghost,1.7055545192967652
1974-04,the-importance-of-prayer,5.3676019319167665
1974-04,the-marriage-that-endures,3.1476228685452723
1974-04,the-paths-jesus-walked,0.9829598392925829
1974-04,the-people-say-amen,1.9736065980545194
1974-04,the-power-of-elijah,2.196725510495135
1974-04,the-saviors-ministry,4.363494515658941
1974-04,the-solemn-assembly,3.157043643156823
1974-04,the-strength-of-testimony,2.65201748133595
1974-04,three-days-in-the-tomb,0.6771193144769508
1974-04,three-important-questions,2.4588034255943043
1974-04,touchstone-of-truth,2.7842940897077755
1974-04,we-believe-all-that-god-has-revealed,0.8978477450260749
1974-04,what-do-we-hear,3.701369028434318
1974-04,what-does-jesus-mean-to-modern-man,2.5062735355854273
1974-10,a-city-set-upon-a-hill,2.0181534065030373
1974-10,a-new-aristocracy,2.6760523139929924
1974-10,a-testimony-of-christ,2.450830939752419
1974-10,as-a-beacon-on-a-hill,1.545816839937324
1974-10,be-valiant-in-the-fight-of-faith,2.962321895750116
1974-10,blessed-are-the-peacemakers,1.6250710239582802
1974-10,do-not-despair,2.6226239365614834
1974-10,do-not-procrastinate,1.8301044496560073
1974-10,eternal-togetherness,3.4585799172401277
1974-10,for-thy-servant-heareth,1.3144528663880761
1974-10,gifts-of-the-spirit,1.3501054811112287
1974-10,god-will-not-be-mocked,0.8937434651838516
1974-10,good-habits-develop-good-character,4.492381023409566
1974-10,how-men-are-saved,2.087030182027797
1974-10,integrity,3.0745976829670147
1974-10,is-there-not-a-cause,1.0797408116699465
1974-10,making-conferences-turning-points-in-our-lives,2.2227342986040974
1974-10,my-personal-hall-of-fame,3.738761740226369
1974-10,ocean-currents-and-family-influences,2.9788870415081536
1974-10,our-precious-families,1.6372095209568909
1974-10,our-responsibility-to-the-transgressor,4.093857303990875
1974-10,power-over-satan,-0.6278437539975062
1974-10,the-beatitudes,3.774766012283223
1974-10,the-blessings-of-peace,4.14085553090136
1974-10,the-davids-and-the-goliaths,0.2673273220820366
1974-10,the-divine-power-of-repentance,3.219893321910573
1974-10,the-law-of-the-fast,1.9831220611055933
1974-10,the-most-vital-information,2.9155249186233427
1974-10,the-saviors-program-for-the-care-of-the-aged,2.8627469259079827
1974-10,to-know-god,3.533002301606651
1974-10,transfusion,2.9958370833639165
1974-10,truth-will-emerge-victorious,1.4123820741506974
1974-10,we-need-to-continue-in-righteousness,2.8436839595036685
1974-10,what-after-death,3.3525215030280604
1974-10,when-thou-art-converted-strengthen-thy-brethren,3.3708910740142004
1974-10,where-much-is-given-much-is-required,1.4
1974-10,whos-losing,2.2620069730405734
1974-10,why-is-my-boy-wandering-tonight,0.2653343152526162
1974-10,why-not-now,1.609585455449142
1974-10,your-mission-preparation,3.0161512296081474
1975-04,a-question-of-free-agency,1.4339713261633076
1975-04,a-self-inflicted-purging,2.084319995679609
1975-04,a-time-for-every-purpose,2.739513498876455
1975-04,a-time-to-prepare,1.6614943214713946
1975-04,a-tribute,2.4551638058475036
1975-04,an-appeal-to-prospective-elders,0.9367809133047938
1975-04,anchored-in-testimony,3.5607825062647516
1975-04,birth,3.2245834063224192
1975-04,christ-in-america,1.9345698626912438
1975-04,come-drink-the-living-water,2.8592091983551686
1975-04,easter-thoughts,0.4364357804719848
1975-04,faith-the-first-step,2.324929536851459
1975-04,faithful-laborers,0.2063113473470154
1975-04,feed-the-flock,0.9346848888638455
1975-04,help-for-parents,1.9145892387985435
1975-04,make-haste-to-obey,2.039259243902408
1975-04,my-mother-gained-a-better-son,0.7848068473895327
1975-04,obedience-consecration-and-sacrifice,2.240659292737402
1975-04,one-lord-one-faith-one-baptism,2.314694661308483
1975-04,salvation-for-the-dead-a-missionary-activity,2.1462696928737897
1975-04,scouters-lead-them-to-a-mission,2.2579339883959753
1975-04,success-is-gauged-by-self-mastery,4.1574257383912085
1975-04,testimony,4.168252817524645
1975-04,the-book-of-mormon-is-the-word-of-god,2.150780924654714
1975-04,the-laws-of-god-are-blessings,3.8270925342498754
1975-04,the-man-of-christ,2.1238691215698973
1975-04,the-message-of-easter,1.9457483207474062
1975-04,the-people-who-influence-us,2.4358434541926814
1975-04,the-road-to-happiness,3.783264026265563
1975-04,the-roots-of-mormonism,4.058321996421251
1975-04,the-sabbath-day,0.9042001578168488
1975-04,the-sanctity-of-life,1.759844009660459
1975-04,the-sustaining-of-church-officers,1.3087895216047523
1975-04,the-symbol-of-christ,0.36791710704733427
1975-04,the-time-is-now,3.2075025202586183
1975-04,the-way-home,1.244659262616802
1975-04,to-bear-the-priesthood-worthily,3.3255274960425427
1975-04,today-millions-are-waiting,2.730976463743432
1975-04,trust-in-the-lord,4.899392674913488
1975-04,using-our-free-agency,2.3319009922726646
1975-04,we-need-men-of-courage,1.3453064785407935
1975-04,why-call-me-lord-lord-and-do-not-the-things-which-i-say,1.2485889471616987
1975-04,why-do-we-continue-to-tolerate-sin,1.8034453004460562
1975-10,a-call-to-arms,2.869011954905114
1975-10,a-message-to-the-world,1.5131928661531149
1975-10,a-prophets-faith,4.583875129992449
1975-10,according-to-the-covenants,1.3237767570591616
1975-10,americas-destiny,1.126931436190875
1975-10,an-overview-of-church-welfare-services,0.9170700562532349
1975-10,but-watchman-what-of-the-night,2.4854790640048003
1975-10,covenants-and-blessings,3.5993521853533315
1975-10,do-it,2.7548067705339396
1975-10,faith-and-works-in-the-far-east,4.920210826404818
1975-10,family-home-evening,2.4719140024437176
1975-10,family-research,2.1166010488516727
1975-10,for-the-time-will-come-when-they-will-not-endure-sound-doctrine,2.1426406817077592
1975-10,for-they-loved-the-praise-of-men-more-than-the-praise-of-god,4.756949803032551
1975-10,hear-ye-him,2.634735787384137
1975-10,immanuel-god-with-us,3.2552772190046486
1975-10,let-all-thy-doings-be-unto-the-lord,1.6056045907056056
1975-10,love-takes-time,8.411162535774451
1975-10,my-gratitude,2.5262336669604397
1975-10,my-heritage-is-choice,3.3272547783851163
1975-10,oh-beautiful-for-patriot-dream,2.7312900805456737
1975-10,once-or-twice-in-a-thousand-years,2.4258456577679444
1975-10,opposing-evil,2.6201363009394907
1975-10,prepare-for-honorable-employment,3.5205824655293827
1975-10,prophets-and-prophecy,1.873341793258052
1975-10,relief-societys-role-in-welfare-services,2.1861775310595015
1975-10,spoken-from-their-hearts,3.50101271239201
1975-10,success-stories,2.636583516795636
1975-10,the-developing-welfare-services-department,2.0789016016903408
1975-10,the-faith-of-a-child,2.121678959413228
1975-10,the-importance-of-reputation,3.673079926531488
1975-10,the-keys-of-the-kingdom,3.6391843454908406
1975-10,the-language-of-the-spirit,2.8685486624025445
1975-10,the-laws-of-god,3.384495292885376
1975-10,the-power-of-the-priesthood,2.1626993492417013
1975-10,the-privilege-of-holding-the-priesthood,4.555541001144012
1975-10,the-redemption-of-the-dead,1.1064190108889478
1975-10,the-sustaining-of-church-officers,1.5638581054280607
1975-10,the-tabernacle,1.38119234999775
1975-10,the-time-to-labor-is-now,1.9253904659929766
1975-10,the-vision-of-the-aaronic-priesthood,1.9926172580742993
1975-10,the-welfare-production-distribution-department,1.8153709195905832
1975-10,the-worlds-greatest-need,0.5544954504367372
1975-10,there-is-still-much-to-do,1.3074028933658497
1975-10,to-cleanse-our-souls,2.1040089608684727
1975-10,to-make-a-people-prepared-for-the-lord,1.2407735088821177
1975-10,we-are-sent-for-the-last-time,2.220357703476754
1975-10,we-can-t-do-it-alone,2.3334957807194328
1975-10,welfare-services,1.7316264829079204
1975-10,why-can-t-we,1.6945373476782193
1975-10,you-too-must-know,3.786663106314027
1976-04,a-living-prophet,0.6485307963457734
1976-04,a-missionary-opportunity,2.1933784650417927
1976-04,an-honest-man-gods-noblest-work,-0.5027349509341295
1976-04,are-we-following-christs-pattern,1.8319203594561175
1976-04,are-you-a-member-missionary,1.5708098084812294
1976-04,are-you-taking-your-priesthood-for-granted,2.979159015565443
1976-04,as-a-man-soweth,2.7002109622224575
1976-04,boys-need-heroes-close-by,4.154622691977809
1976-04,but-they-were-in-one,3.8995082232970923
1976-04,church-welfare-services-basic-principles,3.4483753761797358
1976-04,easter-thoughts,3.032969684894501
1976-04,family-communications,3.0214264606544465
1976-04,family-preparedness,2.6405281584528186
1976-04,food-storage,1.4485392283102854
1976-04,he-is-the-son-of-god,2.937478593590918
1976-04,hopeless-dawn-joyful-morning,0.4003603479473727
1976-04,if-they-will-but-serve-the-god-of-the-land,3.5185598130335567
1976-04,jesus-of-nazareth-savior-and-king,3.0516465062988685
1976-04,joseph-smith-the-mighty-prophet-of-the-restoration,1.3505759001583664
1976-04,learn-obedience-and-service,2.515644480701649
1976-04,on-accepting-the-call,2.1429246333578718
1976-04,priesthood-authority-and-power,2.4297509144907457
1976-04,relationships,0.8637789008984335
1976-04,seek-not-for-riches-but-for-wisdom,4.323730315732072
1976-04,seeking-eternal-riches,2.781517949836592
1976-04,shout-it-from-the-rooftops,4.050119176831053
1976-04,spiritual-crocodiles,0.31277162108561213
1976-04,teach-lds-women-self-sufficiency,1.7290210590644277
1976-04,that-we-may-be-one,2.340157035640196
1976-04,the-blessing-of-building-a-temple,3.140253142932862
1976-04,the-book-of-mormon,2.1491713855208943
1976-04,the-church-and-the-family-in-welfare-services,1.4688249754516833
1976-04,the-church-employment-system,2.2398261864947595
1976-04,the-constitution-a-glorious-standard,2.0008004803202244
1976-04,the-lamanites-must-rise-in-majesty-and-power,1.2539054635675793
1976-04,the-leaves-are-commencing-to-show-on-the-fig-tree,0.9761906491267601
1976-04,the-matter-of-personal-testimony,2.412892066659789
1976-04,the-message-of-elijah,-0.04075695729696112
1976-04,the-right-to-choose,2.8558277630819022
1976-04,the-still-small-voice,0.891015135384423
1976-04,the-stone-cut-without-hands,3.752720516329752
1976-04,the-sustaining-of-church-officers,1.8045870347324597
1976-04,the-value-of-people,2.3559006975071646
1976-04,the-way-of-life,2.071676976162604
1976-04,the-word-of-wisdom,-1.037061156022524
1976-04,there-am-i-in-the-midst-of-them,3.5255075577600183
1976-04,these-four-things,4.338693055027352
1976-04,value-of-the-holy-scriptures,1.3505627004486453
1976-04,who-is-jesus,1.1159921564380784
1976-04,you-are-your-greatest-treasure,2.525567729511948
1976-10,a-gospel-of-conversion,2.9168167044249644
1976-10,a-personal-relationship-with-the-savior,3.0119731541440746
1976-10,a-program-for-man,2.716098853586913
1976-10,a-report-and-a-challenge,2.2654688079688237
1976-10,a-report-on-the-churchs-participation-in-americas-bicentennial-celebration,4.649038356986349
1976-10,acquiring-and-managing-production-projects,2.670080570702235
1976-10,dikes-versus-living-water,1.8608165080612231
1976-10,everything-to-gain-nothing-to-lose,1.9611886781029937
1976-10,extending-missionary-service,2.5125960053560914
1976-10,families-are-forever,2.2929262372814643
1976-10,follow-it,3.473762475054096
1976-10,go-and-do-the-work,3.3170173600188875
1976-10,i-am-the-vine-ye-are-the-branches,0.9733994871992638
1976-10,i-have-gained,2.523866659041511
1976-10,i-will-never-be-the-same-again,1.3452854134685133
1976-10,in-mine-own-way,1.5148363917115404
1976-10,loving-one-another,2.5585287403701535
1976-10,more-joy-and-rejoicing,2.2631881122275357
1976-10,notwithstanding-my-weakness,1.8238514365717406
1976-10,our-goal-is-perfection,4.64970479497774
1976-10,our-own-liahona,1.8394551597884354
1976-10,our-priceless-heritage,3.9774407213819725
1976-10,parenthood,2.8205962560911457
1976-10,perfecting-the-saints,4.414998863799751
1976-10,principles-of-welfare,2.0623312214019816
1976-10,proper-self-management,3.4457675582532548
1976-10,ready-to-work-long-hours,1.9151147930760397
1976-10,search-the-scriptures,1.5617903794008943
1976-10,she-is-not-afraid-of-the-snow-for-her-household,1.5888598190134724
1976-10,teachings-of-the-apostle-paul,4.445216885776498
1976-10,the-dead-who-die-in-the-lord,1.6506738819966476
1976-10,the-greatest-thing-in-my-life,3.05
1976-10,the-impact-teacher,1.9433046907315146
1976-10,the-living-prophet,3.3726250586972797
1976-10,the-lord-offers-everyone-a-way-back-from-sin,2.4842360136324753
1976-10,the-lords-support-system,3.7804320740712516
1976-10,the-making-of-a-missionary,3.5992849431119653
1976-10,the-purpose-of-conferences,0.6232139985712923
1976-10,the-reconstitution-of-the-first-quorum-of-the-seventy,0.19611613513818404
1976-10,the-savor-of-men,1.8022578919242036
1976-10,the-simplicity-in-christ,3.08443179729997
1976-10,the-spirit-of-missionary-work,4.739187798568338
1976-10,the-sustaining-of-church-officers,2.273432320622421
1976-10,the-temptations-of-christ,1.5087641195220007
1976-10,there-is-the-light,1.3674816134154122
1976-10,to-die-well,1.7923764876506942
1976-10,we-are-a-covenant-making-people,2.576505743267666
1976-10,we-believe-in-being-honest,-0.6159070160447686
1976-10,welfare-services-essentials-the-bishops-storehouse,0.8697223535340305
1976-10,which-road-will-you-travel,2.646814968597892
1976-10,you-never-know-who-you-may-save,3.4625414197628723
1976-10,your-gift-from-god,3.000915224427276
1977-04,a-call-to-action,2.232667604228092
1977-04,a-silver-lining,0.692549848559688
1977-04,a-thousand-witnesses,2.3551852468325176
1977-04,but-be-ye-doers-of-the-word,2.9587493576161585
1977-04,church-finance-committee-report,0.29207543010674125
1977-04,come-know-the-lord-jesus,2.2161710153631207
1977-04,come-let-israel-build-zion,3.910135907431677
1977-04,did-not-our-heart-burn-within-us,2.092289405560886
1977-04,do-unto-others,2.4396403801623
1977-04,follow-the-living-prophet,1.8319902463272015
1977-04,god-moves-in-a-mysterious-way-his-wonders-to-perform,1.5398103572372086
